 ID,Date,Water Level / Niveau d'eau (m),Grade,Symbol / Symbole,QA/QC,Discharge / Débit (cms),Grade,Symbol / Symbole,QA/QC
08MH149,2018-04-08T17:22:00-08:00,46.768,,,1,,,,
08MH149,2018-04-08T17:27:00-08:00,46.774,,,1,,,,
08MH149,2018-04-08T17:32:00-08:00,46.770,,,1,,,,
08MH149,2018-04-08T17:37:00-08:00,46.777,,,1,,,,
08MH149,2018-04-08T17:42:00-08:00,46.773,,,1,,,,
08MH149,2018-04-08T17:47:00-08:00,46.767,,,1,,,,
08MH149,2018-04-08T17:52:00-08:00,46.773,,,1,,,,
08MH149,2018-04-08T17:57:00-08:00,46.769,,,1,,,,
08MH149,2018-04-08T18:02:00-08:00,46.775,,,1,,,,
08MH149,2018-04-08T18:07:00-08:00,46.773,,,1,,,,
08MH149,2018-04-08T18:12:00-08:00,46.777,,,1,,,,
08MH149,2018-04-08T18:17:00-08:00,46.774,,,1,,,,
08MH149,2018-04-08T18:22:00-08:00,46.782,,,1,,,,
08MH149,2018-04-08T18:27:00-08:00,46.781,,,1,,,,
08MH149,2018-04-08T18:32:00-08:00,46.781,,,1,,,,
08MH149,2018-04-08T18:37:00-08:00,46.777,,,1,,,,
08MH149,2018-04-08T18:42:00-08:00,46.785,,,1,,,,
08MH149,2018-04-08T18:47:00-08:00,46.778,,,1,,,,
08MH149,2018-04-08T18:52:00-08:00,46.787,,,1,,,,
08MH149,2018-04-08T18:57:00-08:00,46.791,,,1,,,,
08MH149,2018-04-08T19:02:00-08:00,46.788,,,1,,,,
08MH149,2018-04-08T19:07:00-08:00,46.792,,,1,,,,
08MH149,2018-04-08T19:12:00-08:00,46.787,,,1,,,,
08MH149,2018-04-08T19:17:00-08:00,46.793,,,1,,,,
08MH149,2018-04-08T19:22:00-08:00,46.798,,,1,,,,
08MH149,2018-04-08T19:27:00-08:00,46.793,,,1,,,,
08MH149,2018-04-08T19:32:00-08:00,46.796,,,1,,,,
08MH149,2018-04-08T19:37:00-08:00,46.800,,,1,,,,
08MH149,2018-04-08T19:42:00-08:00,46.793,,,1,,,,
08MH149,2018-04-08T19:47:00-08:00,46.798,,,1,,,,
08MH149,2018-04-08T19:52:00-08:00,46.803,,,1,,,,
08MH149,2018-04-08T19:57:00-08:00,46.802,,,1,,,,
08MH149,2018-04-08T20:02:00-08:00,46.810,,,1,,,,
08MH149,2018-04-08T20:07:00-08:00,46.802,,,1,,,,
08MH149,2018-04-08T20:12:00-08:00,46.808,,,1,,,,
08MH149,2018-04-08T20:17:00-08:00,46.802,,,1,,,,
08MH149,2018-04-08T20:22:00-08:00,46.807,,,1,,,,
08MH149,2018-04-08T20:27:00-08:00,46.811,,,1,,,,
08MH149,2018-04-08T20:32:00-08:00,46.803,,,1,,,,
08MH149,2018-04-08T20:37:00-08:00,46.809,,,1,,,,
08MH149,2018-04-08T20:42:00-08:00,46.815,,,1,,,,
08MH149,2018-04-08T20:47:00-08:00,46.807,,,1,,,,
08MH149,2018-04-08T20:52:00-08:00,46.813,,,1,,,,
08MH149,2018-04-08T20:57:00-08:00,46.815,,,1,,,,
08MH149,2018-04-08T21:02:00-08:00,46.808,,,1,,,,
08MH149,2018-04-08T21:07:00-08:00,46.812,,,1,,,,
08MH149,2018-04-08T21:12:00-08:00,46.805,,,1,,,,
08MH149,2018-04-08T21:17:00-08:00,46.822,,,1,,,,
08MH149,2018-04-08T21:22:00-08:00,46.813,,,1,,,,
08MH149,2018-04-08T21:27:00-08:00,46.819,,,1,,,,
08MH149,2018-04-08T21:32:00-08:00,46.824,,,1,,,,
08MH149,2018-04-08T21:37:00-08:00,46.823,,,1,,,,
08MH149,2018-04-08T21:42:00-08:00,46.821,,,1,,,,
08MH149,2018-04-08T21:47:00-08:00,46.819,,,1,,,,
08MH149,2018-04-08T21:52:00-08:00,46.816,,,1,,,,
08MH149,2018-04-08T21:57:00-08:00,46.826,,,1,,,,
08MH149,2018-04-08T22:02:00-08:00,46.825,,,1,,,,
08MH149,2018-04-08T22:07:00-08:00,46.824,,,1,,,,
08MH149,2018-04-08T22:12:00-08:00,46.832,,,1,,,,
08MH149,2018-04-08T22:17:00-08:00,46.829,,,1,,,,
08MH149,2018-04-08T22:22:00-08:00,46.837,,,1,,,,
08MH149,2018-04-08T22:27:00-08:00,46.825,,,1,,,,
08MH149,2018-04-08T22:32:00-08:00,46.835,,,1,,,,
08MH149,2018-04-08T22:37:00-08:00,46.837,,,1,,,,
08MH149,2018-04-08T22:42:00-08:00,46.828,,,1,,,,
08MH149,2018-04-08T22:47:00-08:00,46.828,,,1,,,,
08MH149,2018-04-08T22:52:00-08:00,46.839,,,1,,,,
08MH149,2018-04-08T22:57:00-08:00,46.839,,,1,,,,
08MH149,2018-04-08T23:02:00-08:00,46.843,,,1,,,,
08MH149,2018-04-08T23:07:00-08:00,46.842,,,1,,,,
08MH149,2018-04-08T23:12:00-08:00,46.845,,,1,,,,
08MH149,2018-04-08T23:17:00-08:00,46.844,,,1,,,,
08MH149,2018-04-08T23:22:00-08:00,46.838,,,1,,,,
08MH149,2018-04-08T23:27:00-08:00,46.840,,,1,,,,
08MH149,2018-04-08T23:32:00-08:00,46.837,,,1,,,,
08MH149,2018-04-08T23:37:00-08:00,46.840,,,1,,,,
08MH149,2018-04-08T23:42:00-08:00,46.841,,,1,,,,
08MH149,2018-04-08T23:47:00-08:00,46.845,,,1,,,,
08MH149,2018-04-08T23:52:00-08:00,46.846,,,1,,,,
08MH149,2018-04-08T23:57:00-08:00,46.846,,,1,,,,
08MH149,2018-04-09T00:02:00-08:00,46.847,,,1,,,,
08MH149,2018-04-09T00:07:00-08:00,46.851,,,1,,,,
08MH149,2018-04-09T00:12:00-08:00,46.852,,,1,,,,
08MH149,2018-04-09T00:17:00-08:00,46.851,,,1,,,,
08MH149,2018-04-09T00:22:00-08:00,46.852,,,1,,,,
08MH149,2018-04-09T00:27:00-08:00,46.855,,,1,,,,
08MH149,2018-04-09T00:32:00-08:00,46.858,,,1,,,,
08MH149,2018-04-09T00:37:00-08:00,46.858,,,1,,,,
08MH149,2018-04-09T00:42:00-08:00,46.859,,,1,,,,
08MH149,2018-04-09T00:47:00-08:00,46.861,,,1,,,,
08MH149,2018-04-09T00:52:00-08:00,46.857,,,1,,,,
08MH149,2018-04-09T00:57:00-08:00,46.858,,,1,,,,
08MH149,2018-04-09T01:02:00-08:00,46.856,,,1,,,,
08MH149,2018-04-09T01:07:00-08:00,46.858,,,1,,,,
08MH149,2018-04-09T01:12:00-08:00,46.862,,,1,,,,
08MH149,2018-04-09T01:17:00-08:00,46.867,,,1,,,,
08MH149,2018-04-09T01:22:00-08:00,46.870,,,1,,,,
08MH149,2018-04-09T01:27:00-08:00,46.872,,,1,,,,
08MH149,2018-04-09T01:32:00-08:00,46.867,,,1,,,,
08MH149,2018-04-09T01:37:00-08:00,46.871,,,1,,,,
08MH149,2018-04-09T01:42:00-08:00,46.868,,,1,,,,
08MH149,2018-04-09T01:47:00-08:00,46.867,,,1,,,,
08MH149,2018-04-09T01:52:00-08:00,46.870,,,1,,,,
08MH149,2018-04-09T01:57:00-08:00,46.878,,,1,,,,
08MH149,2018-04-09T02:02:00-08:00,46.875,,,1,,,,
08MH149,2018-04-09T02:07:00-08:00,46.871,,,1,,,,
08MH149,2018-04-09T02:12:00-08:00,46.879,,,1,,,,
08MH149,2018-04-09T02:17:00-08:00,46.880,,,1,,,,
08MH149,2018-04-09T02:22:00-08:00,46.880,,,1,,,,
08MH149,2018-04-09T02:27:00-08:00,46.877,,,1,,,,
08MH149,2018-04-09T02:32:00-08:00,46.878,,,1,,,,
08MH149,2018-04-09T02:37:00-08:00,46.888,,,1,,,,
08MH149,2018-04-09T02:42:00-08:00,46.880,,,1,,,,
08MH149,2018-04-09T02:47:00-08:00,46.881,,,1,,,,
08MH149,2018-04-09T02:52:00-08:00,46.890,,,1,,,,
08MH149,2018-04-09T02:57:00-08:00,46.887,,,1,,,,
08MH149,2018-04-09T03:02:00-08:00,46.890,,,1,,,,
08MH149,2018-04-09T03:07:00-08:00,46.892,,,1,,,,
08MH149,2018-04-09T03:12:00-08:00,46.884,,,1,,,,
08MH149,2018-04-09T03:17:00-08:00,46.897,,,1,,,,
08MH149,2018-04-09T03:22:00-08:00,46.886,,,1,,,,
08MH149,2018-04-09T03:27:00-08:00,46.893,,,1,,,,
08MH149,2018-04-09T03:32:00-08:00,46.898,,,1,,,,
08MH149,2018-04-09T03:37:00-08:00,46.892,,,1,,,,
08MH149,2018-04-09T03:42:00-08:00,46.897,,,1,,,,
08MH149,2018-04-09T03:47:00-08:00,46.892,,,1,,,,
08MH149,2018-04-09T03:52:00-08:00,46.898,,,1,,,,
08MH149,2018-04-09T03:57:00-08:00,46.905,,,1,,,,
08MH149,2018-04-09T04:02:00-08:00,46.893,,,1,,,,
08MH149,2018-04-09T04:07:00-08:00,46.899,,,1,,,,
08MH149,2018-04-09T04:12:00-08:00,46.907,,,1,,,,
08MH149,2018-04-09T04:17:00-08:00,46.904,,,1,,,,
08MH149,2018-04-09T04:22:00-08:00,46.910,,,1,,,,
08MH149,2018-04-09T04:27:00-08:00,46.908,,,1,,,,
08MH149,2018-04-09T04:32:00-08:00,46.911,,,1,,,,
08MH149,2018-04-09T04:37:00-08:00,46.911,,,1,,,,
08MH149,2018-04-09T04:42:00-08:00,46.906,,,1,,,,
08MH149,2018-04-09T04:47:00-08:00,46.910,,,1,,,,
08MH149,2018-04-09T04:52:00-08:00,46.905,,,1,,,,
08MH149,2018-04-09T04:57:00-08:00,46.910,,,1,,,,
08MH149,2018-04-09T05:02:00-08:00,46.916,,,1,,,,
08MH149,2018-04-09T05:07:00-08:00,46.913,,,1,,,,
08MH149,2018-04-09T05:12:00-08:00,46.921,,,1,,,,
08MH149,2018-04-09T05:17:00-08:00,46.913,,,1,,,,
08MH149,2018-04-09T05:22:00-08:00,46.919,,,1,,,,
08MH149,2018-04-09T05:27:00-08:00,46.927,,,1,,,,
08MH149,2018-04-09T05:32:00-08:00,46.923,,,1,,,,
08MH149,2018-04-09T05:37:00-08:00,46.924,,,1,,,,
08MH149,2018-04-09T05:42:00-08:00,46.924,,,1,,,,
08MH149,2018-04-09T05:47:00-08:00,46.918,,,1,,,,
08MH149,2018-04-09T05:52:00-08:00,46.927,,,1,,,,
08MH149,2018-04-09T05:57:00-08:00,46.924,,,1,,,,
08MH149,2018-04-09T06:02:00-08:00,46.929,,,1,,,,
08MH149,2018-04-09T06:07:00-08:00,46.937,,,1,,,,
08MH149,2018-04-09T06:12:00-08:00,46.933,,,1,,,,
08MH149,2018-04-09T06:17:00-08:00,46.936,,,1,,,,
08MH149,2018-04-09T06:22:00-08:00,46.935,,,1,,,,
08MH149,2018-04-09T06:27:00-08:00,46.928,,,1,,,,
08MH149,2018-04-09T06:32:00-08:00,46.934,,,1,,,,
08MH149,2018-04-09T06:37:00-08:00,46.933,,,1,,,,
08MH149,2018-04-09T06:42:00-08:00,46.939,,,1,,,,
08MH149,2018-04-09T06:47:00-08:00,46.934,,,1,,,,
08MH149,2018-04-09T06:52:00-08:00,46.935,,,1,,,,
08MH149,2018-04-09T06:57:00-08:00,46.937,,,1,,,,
08MH149,2018-04-09T07:02:00-08:00,46.939,,,1,,,,
08MH149,2018-04-09T07:07:00-08:00,46.937,,,1,,,,
08MH149,2018-04-09T07:12:00-08:00,46.945,,,1,,,,
08MH149,2018-04-09T07:17:00-08:00,46.947,,,1,,,,
08MH149,2018-04-09T07:22:00-08:00,46.940,,,1,,,,
08MH149,2018-04-09T07:27:00-08:00,46.950,,,1,,,,
08MH149,2018-04-09T07:32:00-08:00,46.946,,,1,,,,
08MH149,2018-04-09T07:37:00-08:00,46.943,,,1,,,,
08MH149,2018-04-09T07:42:00-08:00,46.943,,,1,,,,
08MH149,2018-04-09T07:47:00-08:00,46.943,,,1,,,,
08MH149,2018-04-09T07:52:00-08:00,46.956,,,1,,,,
08MH149,2018-04-09T07:57:00-08:00,46.946,,,1,,,,
08MH149,2018-04-09T08:02:00-08:00,46.950,,,1,,,,
08MH149,2018-04-09T08:07:00-08:00,46.954,,,1,,,,
08MH149,2018-04-09T08:12:00-08:00,46.958,,,1,,,,
08MH149,2018-04-09T08:17:00-08:00,46.959,,,1,,,,
08MH149,2018-04-09T08:22:00-08:00,46.952,,,1,,,,
08MH149,2018-04-09T08:27:00-08:00,46.954,,,1,,,,
08MH149,2018-04-09T08:32:00-08:00,46.959,,,1,,,,
08MH149,2018-04-09T08:37:00-08:00,46.956,,,1,,,,
08MH149,2018-04-09T08:42:00-08:00,46.959,,,1,,,,
08MH149,2018-04-09T08:47:00-08:00,46.954,,,1,,,,
08MH149,2018-04-09T08:52:00-08:00,46.960,,,1,,,,
08MH149,2018-04-09T08:57:00-08:00,46.967,,,1,,,,
08MH149,2018-04-09T09:02:00-08:00,46.965,,,1,,,,
08MH149,2018-04-09T09:07:00-08:00,46.961,,,1,,,,
08MH149,2018-04-09T09:12:00-08:00,46.967,,,1,,,,
08MH149,2018-04-09T09:17:00-08:00,46.963,,,1,,,,
08MH149,2018-04-09T09:22:00-08:00,46.968,,,1,,,,
08MH149,2018-04-09T09:27:00-08:00,46.968,,,1,,,,
08MH149,2018-04-09T09:32:00-08:00,46.966,,,1,,,,
08MH149,2018-04-09T09:37:00-08:00,46.972,,,1,,,,
08MH149,2018-04-09T09:42:00-08:00,46.972,,,1,,,,
08MH149,2018-04-09T09:47:00-08:00,46.979,,,1,,,,
08MH149,2018-04-09T09:52:00-08:00,46.977,,,1,,,,
08MH149,2018-04-09T09:57:00-08:00,46.971,,,1,,,,
08MH149,2018-04-09T10:02:00-08:00,46.976,,,1,,,,
08MH149,2018-04-09T10:07:00-08:00,46.974,,,1,,,,
08MH149,2018-04-09T10:12:00-08:00,46.971,,,1,,,,
08MH149,2018-04-09T10:17:00-08:00,46.979,,,1,,,,
08MH149,2018-04-09T10:22:00-08:00,46.980,,,1,,,,
08MH149,2018-04-09T10:27:00-08:00,46.980,,,1,,,,
08MH149,2018-04-09T10:32:00-08:00,46.978,,,1,,,,
08MH149,2018-04-09T10:37:00-08:00,46.971,,,1,,,,
08MH149,2018-04-09T10:42:00-08:00,46.982,,,1,,,,
08MH149,2018-04-09T10:47:00-08:00,46.978,,,1,,,,
08MH149,2018-04-09T10:52:00-08:00,46.978,,,1,,,,
08MH149,2018-04-09T10:57:00-08:00,46.987,,,1,,,,
08MH149,2018-04-09T11:02:00-08:00,46.975,,,1,,,,
08MH149,2018-04-09T11:07:00-08:00,46.985,,,1,,,,
08MH149,2018-04-09T11:12:00-08:00,46.984,,,1,,,,
08MH149,2018-04-09T11:17:00-08:00,46.983,,,1,,,,
08MH149,2018-04-09T11:22:00-08:00,46.990,,,1,,,,
08MH149,2018-04-09T11:27:00-08:00,46.984,,,1,,,,
08MH149,2018-04-09T11:32:00-08:00,46.986,,,1,,,,
08MH149,2018-04-09T11:37:00-08:00,46.999,,,1,,,,
08MH149,2018-04-09T11:42:00-08:00,46.975,,,1,,,,
08MH149,2018-04-09T11:47:00-08:00,46.996,,,1,,,,
08MH149,2018-04-09T11:52:00-08:00,46.983,,,1,,,,
08MH149,2018-04-09T11:57:00-08:00,46.993,,,1,,,,
08MH149,2018-04-09T12:02:00-08:00,47.005,,,1,,,,
08MH149,2018-04-09T12:07:00-08:00,46.980,,,1,,,,
08MH149,2018-04-09T12:12:00-08:00,46.999,,,1,,,,
08MH149,2018-04-09T12:17:00-08:00,46.998,,,1,,,,
08MH149,2018-04-09T12:22:00-08:00,46.985,,,1,,,,
08MH149,2018-04-09T12:27:00-08:00,47.002,,,1,,,,
08MH149,2018-04-09T12:32:00-08:00,46.981,,,1,,,,
08MH149,2018-04-09T12:37:00-08:00,47.003,,,1,,,,
08MH149,2018-04-09T12:42:00-08:00,46.999,,,1,,,,
08MH149,2018-04-09T12:47:00-08:00,46.988,,,1,,,,
08MH149,2018-04-09T12:52:00-08:00,47.005,,,1,,,,
08MH149,2018-04-09T12:57:00-08:00,46.993,,,1,,,,
08MH149,2018-04-09T13:02:00-08:00,47.004,,,1,,,,
08MH149,2018-04-09T13:07:00-08:00,47.004,,,1,,,,
08MH149,2018-04-09T13:12:00-08:00,46.990,,,1,,,,
08MH149,2018-04-09T13:17:00-08:00,47.009,,,1,,,,
08MH149,2018-04-09T13:22:00-08:00,47.000,,,1,,,,
08MH149,2018-04-09T13:27:00-08:00,46.997,,,1,,,,
08MH149,2018-04-09T13:32:00-08:00,47.008,,,1,,,,
08MH149,2018-04-09T13:37:00-08:00,46.999,,,1,,,,
08MH149,2018-04-09T13:42:00-08:00,47.009,,,1,,,,
08MH149,2018-04-09T13:47:00-08:00,47.012,,,1,,,,
08MH149,2018-04-09T13:52:00-08:00,46.996,,,1,,,,
08MH149,2018-04-09T13:57:00-08:00,47.021,,,1,,,,
08MH149,2018-04-09T14:02:00-08:00,47.006,,,1,,,,
08MH149,2018-04-09T14:07:00-08:00,47.005,,,1,,,,
08MH149,2018-04-09T14:12:00-08:00,47.013,,,1,,,,
08MH149,2018-04-09T14:17:00-08:00,47.010,,,1,,,,
08MH149,2018-04-09T14:22:00-08:00,47.016,,,1,,,,
08MH149,2018-04-09T14:27:00-08:00,47.017,,,1,,,,
08MH149,2018-04-09T14:32:00-08:00,47.016,,,1,,,,
08MH149,2018-04-09T14:37:00-08:00,47.023,,,1,,,,
08MH149,2018-04-09T14:42:00-08:00,47.010,,,1,,,,
08MH149,2018-04-09T14:47:00-08:00,47.019,,,1,,,,
08MH149,2018-04-09T14:52:00-08:00,47.017,,,1,,,,
08MH149,2018-04-09T14:57:00-08:00,47.014,,,1,,,,
08MH149,2018-04-09T15:02:00-08:00,47.022,,,1,,,,
08MH149,2018-04-09T15:07:00-08:00,47.016,,,1,,,,
08MH149,2018-04-09T15:12:00-08:00,47.013,,,1,,,,
08MH149,2018-04-09T15:17:00-08:00,47.032,,,1,,,,
08MH149,2018-04-09T15:22:00-08:00,47.017,,,1,,,,
08MH149,2018-04-09T15:27:00-08:00,47.028,,,1,,,,
08MH149,2018-04-09T15:32:00-08:00,47.026,,,1,,,,
08MH149,2018-04-09T15:37:00-08:00,47.017,,,1,,,,
08MH149,2018-04-09T15:42:00-08:00,47.034,,,1,,,,
08MH149,2018-04-09T15:47:00-08:00,47.021,,,1,,,,
08MH149,2018-04-09T15:52:00-08:00,47.018,,,1,,,,
08MH149,2018-04-09T15:57:00-08:00,47.029,,,1,,,,
08MH149,2018-04-09T16:02:00-08:00,47.022,,,1,,,,
08MH149,2018-04-09T16:07:00-08:00,47.033,,,1,,,,
08MH149,2018-04-09T16:12:00-08:00,47.033,,,1,,,,
08MH149,2018-04-09T16:17:00-08:00,47.022,,,1,,,,
08MH149,2018-04-09T16:22:00-08:00,47.043,,,1,,,,
08MH149,2018-04-09T16:27:00-08:00,47.029,,,1,,,,
08MH149,2018-04-09T16:32:00-08:00,47.034,,,1,,,,
08MH149,2018-04-09T16:37:00-08:00,47.041,,,1,,,,
08MH149,2018-04-09T16:42:00-08:00,47.028,,,1,,,,
08MH149,2018-04-09T16:47:00-08:00,47.043,,,1,,,,
08MH149,2018-04-09T16:52:00-08:00,47.037,,,1,,,,
08MH149,2018-04-09T16:57:00-08:00,47.030,,,1,,,,
08MH149,2018-04-09T17:02:00-08:00,47.042,,,1,,,,
08MH149,2018-04-09T17:07:00-08:00,47.034,,,1,,,,
08MH149,2018-04-09T17:12:00-08:00,47.036,,,1,,,,
08MH149,2018-04-09T17:17:00-08:00,47.043,,,1,,,,
08MH149,2018-04-09T17:22:00-08:00,47.034,,,1,,,,
08MH149,2018-04-09T17:27:00-08:00,47.045,,,1,,,,
08MH149,2018-04-09T17:32:00-08:00,47.040,,,1,,,,
08MH149,2018-04-09T17:37:00-08:00,47.044,,,1,,,,
08MH149,2018-04-09T17:42:00-08:00,47.045,,,1,,,,
08MH149,2018-04-09T17:47:00-08:00,47.037,,,1,,,,
08MH149,2018-04-09T17:52:00-08:00,47.052,,,1,,,,
08MH149,2018-04-09T17:57:00-08:00,47.041,,,1,,,,
08MH149,2018-04-09T18:02:00-08:00,47.040,,,1,,,,
08MH149,2018-04-09T18:07:00-08:00,47.043,,,1,,,,
08MH149,2018-04-09T18:12:00-08:00,47.042,,,1,,,,
08MH149,2018-04-09T18:17:00-08:00,47.047,,,1,,,,
08MH149,2018-04-09T18:22:00-08:00,47.049,,,1,,,,
08MH149,2018-04-09T18:27:00-08:00,47.046,,,1,,,,
08MH149,2018-04-09T18:32:00-08:00,47.050,,,1,,,,
08MH149,2018-04-09T18:37:00-08:00,47.050,,,1,,,,
08MH149,2018-04-09T18:42:00-08:00,47.052,,,1,,,,
08MH149,2018-04-09T18:47:00-08:00,47.052,,,1,,,,
08MH149,2018-04-09T18:52:00-08:00,47.052,,,1,,,,
08MH149,2018-04-09T18:57:00-08:00,47.052,,,1,,,,
08MH149,2018-04-09T19:02:00-08:00,47.052,,,1,,,,
08MH149,2018-04-09T19:07:00-08:00,47.049,,,1,,,,
08MH149,2018-04-09T19:12:00-08:00,47.057,,,1,,,,
08MH149,2018-04-09T19:17:00-08:00,47.057,,,1,,,,
08MH149,2018-04-09T19:22:00-08:00,47.057,,,1,,,,
08MH149,2018-04-09T19:27:00-08:00,47.057,,,1,,,,
08MH149,2018-04-09T19:32:00-08:00,47.055,,,1,,,,
08MH149,2018-04-09T19:37:00-08:00,47.065,,,1,,,,
08MH149,2018-04-09T19:42:00-08:00,47.063,,,1,,,,
08MH149,2018-04-09T19:47:00-08:00,47.062,,,1,,,,
08MH149,2018-04-09T19:52:00-08:00,47.069,,,1,,,,
08MH149,2018-04-09T19:57:00-08:00,47.060,,,1,,,,
08MH149,2018-04-09T20:02:00-08:00,47.066,,,1,,,,
08MH149,2018-04-09T20:07:00-08:00,47.064,,,1,,,,
08MH149,2018-04-09T20:12:00-08:00,47.061,,,1,,,,
08MH149,2018-04-09T20:17:00-08:00,47.070,,,1,,,,
08MH149,2018-04-09T20:22:00-08:00,47.069,,,1,,,,
08MH149,2018-04-09T20:27:00-08:00,47.060,,,1,,,,
08MH149,2018-04-09T20:32:00-08:00,47.074,,,1,,,,
08MH149,2018-04-09T20:37:00-08:00,47.065,,,1,,,,
08MH149,2018-04-09T20:42:00-08:00,47.069,,,1,,,,
08MH149,2018-04-09T20:47:00-08:00,47.070,,,1,,,,
08MH149,2018-04-09T20:52:00-08:00,47.071,,,1,,,,
08MH149,2018-04-09T20:57:00-08:00,47.075,,,1,,,,
08MH149,2018-04-09T21:02:00-08:00,47.074,,,1,,,,
08MH149,2018-04-09T21:07:00-08:00,47.065,,,1,,,,
08MH149,2018-04-09T21:12:00-08:00,47.081,,,1,,,,
08MH149,2018-04-09T21:17:00-08:00,47.075,,,1,,,,
08MH149,2018-04-09T21:22:00-08:00,47.073,,,1,,,,
08MH149,2018-04-09T21:27:00-08:00,47.074,,,1,,,,
08MH149,2018-04-09T21:32:00-08:00,47.077,,,1,,,,
08MH149,2018-04-09T21:37:00-08:00,47.081,,,1,,,,
08MH149,2018-04-09T21:42:00-08:00,47.072,,,1,,,,
08MH149,2018-04-09T21:47:00-08:00,47.073,,,1,,,,
08MH149,2018-04-09T21:52:00-08:00,47.087,,,1,,,,
08MH149,2018-04-09T21:57:00-08:00,47.081,,,1,,,,
08MH149,2018-04-09T22:02:00-08:00,47.083,,,1,,,,
08MH149,2018-04-09T22:07:00-08:00,47.073,,,1,,,,
08MH149,2018-04-09T22:12:00-08:00,47.075,,,1,,,,
08MH149,2018-04-09T22:17:00-08:00,47.078,,,1,,,,
08MH149,2018-04-09T22:22:00-08:00,47.086,,,1,,,,
08MH149,2018-04-09T22:27:00-08:00,47.086,,,1,,,,
08MH149,2018-04-09T22:32:00-08:00,47.085,,,1,,,,
08MH149,2018-04-09T22:37:00-08:00,47.079,,,1,,,,
08MH149,2018-04-09T22:42:00-08:00,47.094,,,1,,,,
08MH149,2018-04-09T22:47:00-08:00,47.080,,,1,,,,
08MH149,2018-04-09T22:52:00-08:00,47.090,,,1,,,,
08MH149,2018-04-09T22:57:00-08:00,47.095,,,1,,,,
08MH149,2018-04-09T23:02:00-08:00,47.077,,,1,,,,
08MH149,2018-04-09T23:07:00-08:00,47.087,,,1,,,,
08MH149,2018-04-09T23:12:00-08:00,47.088,,,1,,,,
08MH149,2018-04-09T23:17:00-08:00,47.091,,,1,,,,
08MH149,2018-04-09T23:22:00-08:00,47.093,,,1,,,,
08MH149,2018-04-09T23:27:00-08:00,47.077,,,1,,,,
08MH149,2018-04-09T23:32:00-08:00,47.098,,,1,,,,
08MH149,2018-04-09T23:37:00-08:00,47.093,,,1,,,,
08MH149,2018-04-09T23:42:00-08:00,47.076,,,1,,,,
08MH149,2018-04-09T23:47:00-08:00,47.096,,,1,,,,
08MH149,2018-04-09T23:52:00-08:00,47.082,,,1,,,,
08MH149,2018-04-09T23:57:00-08:00,47.094,,,1,,,,
08MH149,2018-04-10T00:02:00-08:00,47.090,,,1,,,,
08MH149,2018-04-10T00:07:00-08:00,47.089,,,1,,,,
08MH149,2018-04-10T00:12:00-08:00,47.102,,,1,,,,
08MH149,2018-04-10T00:17:00-08:00,47.092,,,1,,,,
08MH149,2018-04-10T00:22:00-08:00,47.092,,,1,,,,
08MH149,2018-04-10T00:27:00-08:00,47.101,,,1,,,,
08MH149,2018-04-10T00:32:00-08:00,47.095,,,1,,,,
08MH149,2018-04-10T00:37:00-08:00,47.102,,,1,,,,
08MH149,2018-04-10T00:42:00-08:00,47.093,,,1,,,,
08MH149,2018-04-10T00:47:00-08:00,47.092,,,1,,,,
08MH149,2018-04-10T00:52:00-08:00,47.107,,,1,,,,
08MH149,2018-04-10T00:57:00-08:00,47.098,,,1,,,,
08MH149,2018-04-10T01:02:00-08:00,47.100,,,1,,,,
08MH149,2018-04-10T01:07:00-08:00,47.103,,,1,,,,
08MH149,2018-04-10T01:12:00-08:00,47.107,,,1,,,,
08MH149,2018-04-10T01:17:00-08:00,47.101,,,1,,,,
08MH149,2018-04-10T01:22:00-08:00,47.095,,,1,,,,
08MH149,2018-04-10T01:27:00-08:00,47.106,,,1,,,,
08MH149,2018-04-10T01:32:00-08:00,47.110,,,1,,,,
08MH149,2018-04-10T01:37:00-08:00,47.105,,,1,,,,
08MH149,2018-04-10T01:42:00-08:00,47.107,,,1,,,,
08MH149,2018-04-10T01:47:00-08:00,47.100,,,1,,,,
08MH149,2018-04-10T01:52:00-08:00,47.105,,,1,,,,
08MH149,2018-04-10T01:57:00-08:00,47.109,,,1,,,,
08MH149,2018-04-10T02:02:00-08:00,47.105,,,1,,,,
08MH149,2018-04-10T02:07:00-08:00,47.111,,,1,,,,
08MH149,2018-04-10T02:12:00-08:00,47.107,,,1,,,,
08MH149,2018-04-10T02:17:00-08:00,47.109,,,1,,,,
08MH149,2018-04-10T02:22:00-08:00,47.105,,,1,,,,
08MH149,2018-04-10T02:27:00-08:00,47.110,,,1,,,,
08MH149,2018-04-10T02:32:00-08:00,47.113,,,1,,,,
08MH149,2018-04-10T02:37:00-08:00,47.106,,,1,,,,
08MH149,2018-04-10T02:42:00-08:00,47.111,,,1,,,,
08MH149,2018-04-10T02:47:00-08:00,47.117,,,1,,,,
08MH149,2018-04-10T02:52:00-08:00,47.110,,,1,,,,
08MH149,2018-04-10T02:57:00-08:00,47.108,,,1,,,,
08MH149,2018-04-10T03:02:00-08:00,47.103,,,1,,,,
08MH149,2018-04-10T03:07:00-08:00,47.118,,,1,,,,
08MH149,2018-04-10T03:12:00-08:00,47.116,,,1,,,,
08MH149,2018-04-10T03:17:00-08:00,47.118,,,1,,,,
08MH149,2018-04-10T03:22:00-08:00,47.109,,,1,,,,
